"","genus","prop_endemic","species_number","nz","nc","ng","wcvp","indo2","prop_aus","n","ala","rowsums","current_knowledge","reason","Least Concern","Critically Endangered","Data Deficient","Endangered","Near Threatened","Vulnerable","Lower Risk/near threatened","Extinct","plant_growth_form","dispersal_appendage","seed_dry_mass","dispersal_syndrome"
"42","Allocasuarina","1",61,"TRUE","FALSE","FALSE","TRUE","FALSE","0.999138498022251","107951","FALSE","2","non-endemic",NA,7,0,0,0,0,2,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""tree"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub tree"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub tree"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""tree"", ""shrub"", 
""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""shrub"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""shrub"", 
""tree"", ""tree"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""tree"", 
""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""tree"", ""shrub tree"", ""shrub"", ""shrub tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""shrub"", ""tree"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", 
""shrub tree"", ""shrub"", ""shrub"", ""tree"", ""shrub tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""herb"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub tree"", ""shrub tree"", ""shrub"", ""shrub"", ""tree"", ""shrub tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""herb"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub tree"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub tree"", ""shrub"", ""tree"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""tree"", ""shrub"", ""herb"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""shrub"", ""tree"", ""shrub"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""tree"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", 
""tree"", ""tree"", ""tree"", ""tree"", ""shrub"", ""shrub"", ""tree"")","c(""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"", ""wings"")","c(""2.16"", ""2.54"", ""0.966"", ""0.961"", ""1.059"", ""0.606"", ""0.423"", ""2.6612"", ""1.876"", ""5.0988"", ""5.362"", ""1.78"", ""2.68"", ""2.615"", ""2.1606"", ""2.059"", ""2.057"", ""1.527"", ""2.968"", ""2.17"", ""2.246"", ""2.386"", ""1.543"", ""2.657"", ""1.594"", ""1.297"", ""11.221"", ""10.118"", ""1.035"", ""2.302"", ""1.88"", ""1.498"", ""1.202"", ""1.088"", ""0.617"", ""2.5108"", ""2.344"", ""2.076"", ""2.7492"", ""1.759"", ""0.793"", ""3.637"", ""2.465"", ""3.7"", ""4.75"", ""1.778"", ""1.696"", ""2.6"", ""2"", ""2.4"", ""3.2"", ""1.8"", ""2.3"", ""2.5"", ""1.9"", ""2.8"", ""2.5"", ""2.4"", ""2.3"", 
""1.8"", ""2.9"", ""2.7"", ""3"", ""3.5"", ""1.3"", ""2.2"", ""1.9"", ""2.6"", ""2.5"", ""2.4"", ""1.1"", ""2.1"", ""3.2"", ""1.8"", ""2.9"", ""2.1"", ""3.4"", ""1.7"", ""1.6"", ""1.9"", ""1.6"", ""1.8"", ""2.8"", ""2.1"", ""1.4"", ""3.1"", ""2.2"", ""3"", ""1.4"", ""2.9"", ""2.1"", ""1.9"", ""1.6"", ""2.8"", ""1.9"", ""1.5"", ""2.7"", ""1"", ""0.8"", ""0.2"", ""0.6"", ""0.9"", ""1.2"", ""0.4"", ""1.6"", ""0.5"", ""0.9"", ""0.3"", ""0.5"", ""0.1"", ""0.1"", ""0.1"", ""0.4"", ""0.4"", ""0.6"", ""0.5"", ""0.2"", ""1.3"", ""0.2"", ""0.4"", ""0.6"", ""0.9"", ""0.2"", ""0.7"", ""1"", ""0.4"", ""0.4"", ""1.2"", ""1.1"", ""0.5"", ""0.1"", ""1.3"", 
""1.2"", ""0.7"", ""0.1"", ""1.1"", ""0.1"", ""0.4"", ""0.2"", ""0.6"", ""0.2"", ""0.9"", ""0.1"", ""0.2"", ""1"", ""1.5"", ""1.1"", ""0.3"", ""0.4"", ""0.2"", ""1.6"", ""0.4"", ""0.5"", ""0.8"", ""0.6"", ""1.2"", ""0.2"", ""1.2"", ""0.6"", ""0.4"", ""0.1"", ""0.3"", ""0.2"", ""0.7"", ""1"", ""0.2"", ""0.3"", ""0.5"", ""0.4"", ""1.1"", ""0.3"", ""0.1"", ""0.2"", ""0.9"", ""0.2"", ""1.1"", ""0.2"", ""0.4"", ""0.7"", ""0.3"", ""0.2"", ""0.6"", ""1"", ""0.1"", ""0.1"", ""0.5"", ""0.1"", ""1.2"", ""1"", ""0.9"", ""0.6"", ""0.1"", ""1.2"", ""1.2"", ""1.1"", ""0.1"", ""0.8"", ""2.5"", ""1.9"", ""1.7"", ""1.3"", ""1.2"", ""1"", ""0.8"", ""1.3"", 
""1.4"", ""1.1"", ""1"", ""1.5"", ""2"", ""1.1"", ""1.2"", ""1.2"", ""1.1"", ""0.2"", ""1.2"", ""1.3"", ""0.3"", ""1.4"", ""1.3"", ""0.9"", ""0.8"", ""0.2"", ""2.3"", ""1.1"", ""1.2"", ""0.6"", ""1.3"", ""1.6"", ""0.7"", ""1.2"", ""1"", ""0.8"", ""1.6"", ""0.7"", ""0.9"", ""1.9"", ""1.7"", ""1.2"", ""0.1"", ""0.7"", ""1.6"", ""1.4"", ""1.6"", ""1.7"", ""1.5"", ""0.6"", ""1.9"", ""2"", ""1.8"", ""1"", ""1.9"", ""1.8"", ""2"", ""1.8"", ""1.5"", ""1.7"", ""1.7"", ""0.8"", ""1.2"", ""1.8"", ""1.7"", ""2"", ""2.1"", ""1.2"", ""1"", ""1.5"", ""1.4"", ""1.8"", ""1"", ""0.8"", ""1.9"", ""1"", ""1.6"", ""1.8"", ""1.8"", ""1.6"", ""1.2"", ""0.05"", ""0.7"", 
""1.3"", ""1.6"", ""2"", ""2.5"", ""2"", ""1.7"", ""1.9"", ""1.4"", ""1.3"", ""1.2"", ""1.6"", ""1.9"", ""1.5"", ""1.5"", ""1.8"", ""1.5"", ""1.1"", ""1.6"", ""2"", ""2.2"", ""1.9"", ""2"", ""1.8"", ""1.8"", ""1.6"", ""2.3"", ""1.2"", ""1.8"", ""2.3"", ""2"", ""0.7"", ""2.5"", ""1.4"", ""2.1"", ""2.4"", ""2.6"", ""2.3"", ""1.7"", ""1.9"", ""1.7"", ""1.4"", ""1.4"", ""1.6"", ""1.5"", ""2.7"", ""1.9"", ""1.6"", ""2.8"", ""2.356"", ""5.5184"", ""2.2512"", ""3.1072"", ""2.3176"", ""0.6676"", ""1.24"", ""1.3"", ""1.4236"", ""1.5704"", ""1.89"", ""1.2512"", ""4.1146"", ""5.8868"", ""10.9072"", ""14.29"", ""14.5"", ""19.3152"", ""2.9172"", 
""4.6668"", ""4.7504"", ""1.7272"", ""1.54936"", ""3.392"", ""0.7996"", ""1.2168"", ""1.64"", ""2.37"", ""3.8592"", ""6.716"", ""1.6336"", ""2.928"", ""2.3528"", ""4.628"", ""2.3312"", ""3.07"", ""3.6468"", ""6.5"", ""0.9552"", ""1.674"", ""1.7096"", ""2.0308"", ""8.17"", ""0.7612"", ""1.3504"", ""2.1672"", ""1.9"", ""2.4164"", ""2.4"", ""2.908"", ""0.9708"", ""2.0875"", ""1.2932"", ""1.6204"", ""3.6489"", ""1.77"", ""1.11"", ""2.22"", ""2.4599"", ""2.5064"", ""2.59"", ""3.1436"", ""0.8959"", ""1.2477"", ""2.722"", ""3.9516"", ""2.1804"", ""2.4312"", ""3.6"", ""1.7368"", ""1.4436"", ""2.0004"", ""2.97457"", 
""1.572"", ""1.8508"", ""1.2308"", ""1.2308"", ""0.8956"", ""0.9292"", ""1.114"", ""2.6084"", ""9.2052"", ""1.17"", ""1.6748"", ""2.5844"", ""0.966"", ""1.2812"", ""1.7856"", ""0.7648"", ""1.0788"", ""1.8572"", ""1.4444"", ""2.2172"", ""2.05956"", ""2.4012"", ""2.6008"", ""1.1708"", ""1.3856"", ""3.5428"", ""2.8932"", ""1.4832"", ""3.2934"", ""3.1193"", ""3.1136"", ""3.3"", ""3.1"", ""3.1"", ""1.564"", ""5.02"", ""4.64"", ""4.71"", ""5.19"", ""2.91"", ""5.46"", ""5.21"", ""4.79"", ""4.92"", ""5.03"", ""2.11"", ""4.76"", ""4.54"", ""4.96"", ""4.46"", ""4.86"", ""4.23"", ""4.47"", ""4.79"", ""3.79"", ""5.16"", 
""5.19"", ""4.27"", ""4.04"", ""3.64"", ""4.58"", ""4.5"", ""4.43"", ""4.44"", ""4.22"", ""4.28"", ""3.09"", ""4.51"", ""3.07"", ""3.6"", ""3.93"", ""3.23"", ""2.98"", ""3.2"", ""2.71"", ""1.72"", ""3.69"", ""3.55"", ""1.86"", ""2.66"", ""2.73"", ""2.86"", ""3.42"", ""3.86"", ""2.07"", ""3.09"", ""3.94"", ""3.69"", ""1.96"", ""3.53"", ""2.24"", ""3.33"", ""3.43"", ""3.22"", ""3.32"", ""3.28"", ""3"", ""2.28"", ""2.52"", ""3.16"", ""4.68"", ""2.41"", ""3.59"", ""2.71"", ""3.15"", ""3.18"", ""3.13"", ""2.75"", ""3.45"", ""3.16"", ""2.49"", ""2.79"", ""2.18"", ""2.04"", ""2.77"", ""2.8"", ""2.68"", ""1.79"", ""2.38"", ""2.46"", 
""2.43"", ""2.51"", ""1.72"", ""2.79"", ""1.88"", ""2.77"", ""4.8"", ""2.2"", ""2.66"", ""2.76"", ""2.99"", ""1.97"", ""3.05"", ""2.29"", ""2.32"", ""2.703"", ""3.782"", ""4.05"", ""3.076"", ""3.088"", ""3.342"", ""3.011"", ""3.645"", ""2.877"", ""2.892"", ""2.348"", ""4.06"", ""3.648"", ""2.924"", ""2.636"", ""2.975"", ""2.924"", ""3.202"", ""3.562"", ""3.474"", ""3.97"", ""3.485"", ""3.234"", ""3.811"", ""3.96"", ""2.822"", ""2.148"", ""3.06"", ""3.065"", ""3.606"", ""4.218"", ""3.682"", ""2.564"", ""1.73"", ""2.552"", ""2.896"", ""3.759"", ""2.794"", ""2.494"", ""2.762"", ""2.656"", ""2.014"", ""2.297"", ""2.809"", 
""2.132"", ""2.168"", ""2.361"", ""1.652"", ""1.705"", ""2.634"", ""3.048"", ""2.084"", ""2.512"", ""2.478"", ""2.462"", ""2.936"", ""2.38"", ""3.228"", ""2.635"", ""2.614"", ""2.13"", ""1.539"", ""1.288"", ""1.967"", ""2.006"", ""2.873"", ""2.826"", ""2.534"", ""2.48"", ""2.138"", ""2.134"", ""2.446"", ""1.848"", ""2.251"", ""1.9"", ""2.884"", ""1.266"", ""2.956"", ""2.301"", ""2.347"", ""1.959"", ""2.148"", ""3.18"", ""2.674"", ""2.614"", ""2.834"", ""3.212"", ""2.106"", ""1.966"", ""2.41"", ""2.834"", ""2.646"", ""1.901"", ""1.824"", ""1.818"", ""1.686"", ""2.585"", ""1.402"", ""2.061"", ""2.95"", ""1.328"", 
""1.199"", ""1.78"", ""1.647"", ""1.777"", ""1.134"", ""1.719"", ""1.389"", ""1.477"", ""1.522"", ""0.947"", ""1.439"", ""1.744"", ""1.664"", ""1.499"", ""1.506"", ""1.222"", ""1.371"", ""1.588"", ""1.22"", ""1.129"", ""1.772"", ""1.56"", ""1.623"", ""0.964"", ""1.712"", ""1.258"", ""0.983"", ""1.482"", ""1.424"", ""1.116"", ""1.632"", ""1.694"", ""1.187"", ""1.257"", ""1.117"", ""0.784"", ""0.945"", ""1.18"", ""1.13"", ""1.195"", ""0.696"", ""1.254"", ""1.771"", ""1.006"", ""0.836"", ""1.173"", ""1.119"", ""1.173"", ""1.226"", ""0.606"", ""0.873"", ""0.915"", ""1.208"", ""0.94"", ""1.11"", ""1.162"", ""0.768"", 
""1.148"", ""0.948"", ""1.841"", ""1.1"", ""1.001"", ""0.905"", ""1.118"", ""0.964"", ""1.532"", ""0.669"", ""1.147"", ""0.714"", ""1.104"", ""1.186"", ""0.944"", ""0.83"", ""1.087"", ""1.448"", ""1.52"", ""0.68"", ""0.818"", ""1.072"", ""1.064"", ""1.072"", ""1.34"", ""0.952"", ""1.225"", ""0.656"", ""1.245"", ""1.191"", ""0.846"", ""0.906"", ""0.778"", ""0.811"", ""0.612"", ""0.575"", ""1.23"", ""1.021"", ""0.775"", ""1.233"", ""1.102"", ""0.68"", ""1.578"", ""1.904"", ""1.626"", ""1.722"", ""1.98"", ""1.458"", ""1.62"", ""1.412"", ""1.792"", ""1.528"", ""0.87"", ""1.518"", ""1.712"", ""1.646"", ""1.078"", 
""1.012"", ""1.128"", ""1.158"", ""1.138"", ""0.852"", ""0.86"", ""0.976"", ""0.798"", ""0.926"", ""0.848"", ""1.248"", ""1.062"", ""0.506"", ""1.136"", ""0.812"", ""1.076"", ""1.102"", ""1.002"", ""1.124"", ""1.134"", ""1.142"", ""0.794"", ""1.036"", ""0.902"", ""1.114"", ""1.722"", ""0.842"", ""1.16"", ""1.072"", ""0.656"", ""1.08"", ""1.026"", ""0.954"", ""0.946"", ""1.72"", ""1.162"", ""1.13"", ""0.904"", ""0.908"", ""1.27"", ""1.28"", ""0.778"", ""1.036"", ""0.958"", ""0.952"", ""1.216"", ""1.202"", ""1.026"", ""1.236"", ""1.794"", ""1.266"", ""0.876"", ""0.996"", ""1.048"", ""0.878"", ""0.954"", ""1.11"", 
""0.724"", ""0.672"", ""1.14"", ""0.87"", ""0.918"", ""0.856"", ""1.072"", ""0.746"", ""1.126"", ""0.83"", ""1.212"", ""1.086"", ""1.334"", ""0.896"", ""0.972"", ""0.912"", ""0.768"", ""0.608"", ""0.82"", ""0.638"", ""1.17"", ""0.744"", ""1.184"", ""0.81"", ""0.74"", ""1.256"", ""1.016"", ""1.224"", ""5.012"", ""5.7"", ""5.492"", ""5.66"", ""4.916"", ""5.18"", ""4.916"", ""5.059"", ""5.263"", ""5.724"", ""0.644"", ""4.961"", ""5.403"", ""5.377"", ""5.308"", ""5.284"", ""5.106"", ""5.721"", ""5.276"", ""5.682"", ""5.588"", ""4.517"", ""5.227"", ""2.447"", ""5.372"", ""5.692"", ""5.243"", ""4.659"", ""5.569"", 
""5.52"", ""5.588"", ""4.031"", ""4.028"", ""5.496"", ""5.682"", ""5.319"", ""4.704"", ""5.332"", ""5.12"", ""4.817"", ""5.212"", ""5.15"", ""5.25"", ""3.453"", ""4.775"", ""4.916"", ""4.597"", ""5.076"", ""3.936"", ""4.727"", ""6.15"", ""4.985"", ""4.284"", ""3.192"", ""2.947"", ""3.594"", ""5.126"", ""4.298"", ""4.701"", ""2.448"", ""2.362"", ""2.343"", ""2.635"", ""3.326"", ""4.684"", ""2.4"", ""3.054"", ""3.46"", ""2.753"", ""2.818"", ""3.039"", ""5.211"", ""4.229"", ""1.859"", ""4.58"", ""1.847"", ""1.665"", ""1.23"", ""2.77"", ""2.883"", ""0.925"", ""1.036"", ""1.278"", ""2.733"", ""1.666"", ""1.996"", 
""2.383"", ""1.491"", ""2.074"", ""4.881"", ""0.877"", ""2.239"", ""0.856"", ""1.018"", ""1.68"", ""2.468"", ""1.084"", ""0.865"", ""5.105"", ""1.907"", ""4.305"", ""4.309"", ""4.631"", ""3.917"", ""4.761"", ""3.938"", ""4.258"", ""1.901"", ""4.349"", ""3.3"", ""2.182"", ""3.485"", ""3.684"", ""3.904"", ""3.444"", ""4.558"", ""2.676"", ""3.924"", ""4.487"", ""2.733"", ""3.899"", ""4.646"", ""4.068"", ""3.991"", ""4.005"", ""3.726"", ""4.058"", ""4.131"", ""3.536"", ""4.212"", ""4.175"", ""3.729"", ""3.019"", ""3.892"", ""3.916"", ""3.775"", ""4.24"", ""3.013"", ""4.354"", ""2.683"", ""3.068"", ""3.85"", ""3.892"", 
""3.282"", ""3.974"", ""4.416"", ""4.253"", ""4.269"", ""3.291"", ""2.636"", ""4.125"", ""1.688"", ""2.679"", ""0.679"", ""0.892"", ""4.5"", ""3.822"", ""2.073"", ""0.968"", ""2.232"", ""3.088"", ""4.406"", ""4.577"", ""3.47"", ""1.249"", ""5.96"", ""1.676"", ""3.168"", ""1.789"", ""1.558"", ""0.887"", ""0.568"", ""4.018"", ""4.449"", ""4.266"", ""3.054"", ""4.097"", ""3.094"", ""3.949"", ""1.926"", ""2.373"", ""4.015"", ""3.658"", ""1.509"", ""1.278"", ""2.793"", ""1.886"", ""3.778"", ""0.98"", ""2.571"", ""0.533"", ""4.355"", ""4.446"", ""2.126"", ""4.962"", ""4.264"", ""2.948"", ""2.664"", ""3.209"", ""5.235"", 
""2.6008"", ""4.19"", ""5"", ""4.83"", ""3.119"", ""2.3"", ""4.04"", ""2.4"")","c(""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", 
""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"", ""anemochory"")"
"43","Allopterigeron","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","138","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"")","NULL","3.7496","NULL"
"44","Allosyncarpia","1",1,"FALSE","FALSE","FALSE","FALSE","FALSE","1","403","FALSE","0","endemic",NA,0,0,1,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"45","Almaleea","1",5,"FALSE","FALSE","FALSE","FALSE","FALSE","1","2507","FALSE","0","endemic",NA,0,0,0,0,0,1,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"")","none","c(""1.4964"", ""1.1236"", ""1.4"", ""1.9824"")","c(""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""myrmecochory"")"
"46","Althaea","1",1,"FALSE","FALSE","TRUE","TRUE","FALSE","0.0545454545454545","55","TRUE","3","non-endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"")","NULL","NULL","NULL"
"47","Aluta","1",5,"FALSE","FALSE","FALSE","FALSE","FALSE","1","1298","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","NULL","c(""3.4226"", ""2.95"", ""1.88008"", ""3.38732"")","NULL"
"48","Alyogyne","1",4,"FALSE","FALSE","FALSE","FALSE","FALSE","0.988307066598882","1967","TRUE","1","non-endemic","taxonomy error",0,0,0,0,0,0,0,0,"c(""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub tree"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"")","bristles","c(""4.032"", ""3.924"", ""3.047"", ""5.0406"", ""3.7396"", ""6.03"", ""7.4448"", ""2.45"")","NULL"
"49","Ammobium","1",2,"FALSE","FALSE","FALSE","TRUE","FALSE","0.997195737521032","1783","FALSE","1","endemic","POWO data error",0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"")","c(""bristles"", ""bristles"")","c(""0.377"", ""1.0386"", ""1.012"", ""0.3512"", ""1"", ""0.6744"")","c(""epizoochory"", ""epizoochory"", ""epizoochory"")"
"50","Amorphospermum","1",1,"FALSE","FALSE","FALSE","TRUE","FALSE","1","263","FALSE","1","unclear","records from 1950s, PNG occurence uncertain",0,0,0,0,0,0,0,0,"c(""tree"", ""tree"", ""tree"", ""tree"", ""tree"")","NULL","NULL","NULL"
"51","Amperea","1",8,"FALSE","FALSE","FALSE","FALSE","FALSE","1","13546","FALSE","0","endemic",NA,0,0,0,0,0,0,0,0,"c(""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""shrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""herb"", ""shrub"", ""herb"", ""herb"", ""herb shrub"", ""herb shrub subshrub"", ""herb subshrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""shrub"", ""subshrub""
)","NULL","1.38","c(""myrmecochory"", ""myrmecochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""zoochory"", ""barochory"")"
