Family,Genus,Sp1,Author1,Rank1,Sp2,Author2,Rank2,Sp3,Author3,TaxStat,Accepted,Ecology
Asphodelaceae,Haworthia,mirabilis,(Haw.) Haw.,,,,,,,Inclusive,,Indigenous; Endemic
Thymelaeaceae,Gnidia,burchellii,(Meisn.) Gilg,,,,,,,Synonym,Lasiosiphon burchellii Meisn.,Indigenous
Acanthaceae,Blepharis,grossa,(Nees) T.Anderson,,,,,,,Accepted,,Indigenous
Proteaceae,Serruria,sp.,,,,,,,,Genus level,,
Stilbaceae,Stilbe,mucronata,N.E.Br.,,,,,,,Synonym,Kogelbergia verticillata (Eckl. & Zeyh.) Rourke,Indigenous
Asparagaceae,Protasparagus,mariae,Oberm.,,,,,,,Synonym,Asparagus mariae (Oberm.) Fellingham & N.L.Mey.,Present
Rhachitheciaceae,Rhachithecium,perpusillum,(Thwaites & Mitt.) Broth.,,,,,,,Accepted,,Indigenous
Amaranthaceae,Amaranthus,hybridus,L.,,,,,,,Inclusive,,Not indigenous; Cultivated; Naturalised; Invasive
Malpighiaceae,Triaspis,hypericoides,(DC.) Burch.,subsp.,nelsonii,(Oliv.) Immelman,,,,Accepted,,Indigenous
Ericaceae,Simocheilus,consors,N.E.Br.,,,,,,,Synonym,Erica globiceps (N.E.Br.) E.G.H.Oliv. subsp. consors (N.E.Br.) E.G.H.Oliv.,Indigenous
Commelinaceae,Commelina,modesta,Oberm.,,,,,,,Accepted,,Indigenous
Euphorbiaceae,Euphorbia,miscella,L.C.Leach,,,,,,,Synonym,Euphorbia celata R.A.Dyer,Indigenous
Passifloraceae,Paropsia,braunii,Gilg,,,,,,,Accepted,,Indigenous
Aizoaceae,Conophytum,tubatum,Tischer,,,,,,,Synonym,Conophytum minutum (Haw.) N.E.Br. var. pearsonii (N.E.Br.) Boom,Present
Aizoaceae,Conophytum,calculus,(A.Berger) N.E.Br.,var.,komkansicum,(L.Bolus) Rawe,,,,Synonym,Conophytum calculus (A.Berger) N.E.Br. subsp. calculus,Present
Malvaceae,Abutilon,angulatum,(Guill. & Perr.) Mast.,var.,macrophyllum,(Baker f.) Hochr.,,,,Accepted,,Indigenous
Malvaceae,Sterculia,murex,Hemsl.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,pauciflora,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Solanaceae,Solanum,tomentosum,L.,var.,mollissimum,Bitter,,,,Synonym,Solanum tomentosum L.,Indigenous
Adoxaceae,Sambucus,nigra,L.,subsp.,canadensis,(L.) Bolli,,,,Synonym,Sambucus canadensis L.,Not indigenous; Naturalised; Invasive
Apocynaceae,Brachystelma,macropetalum,(Schltr.) N.E.Br.,,,,,,,Synonym,Ceropegia macropetala (Schltr.) Bruyns,Indigenous; Endemic
Canellaceae,Warburgia,sp.,,,,,,,,Genus level,,
Lamiaceae,Solenostemon,rotundifolius,(Poir.) J.K.Morton,,,,,,,Accepted,,Indigenous
Lauraceae,Litsea,sebifera,Pers.,,,,,,,Synonym,Litsea glutinosa (Lour.) C.B.Rob.,Not indigenous; Naturalised
Aizoaceae,Delosperma,cooperi,(Hook.f.) L.Bolus,forma,bicolor,(L.Bolus) G.D.Rowley,,,,Synonym,Delosperma cooperi (Hook.f.) L.Bolus,Indigenous
Acanthaceae,Blepharis,dilatata,C.B.Clarke,var.,explicator,C.B.Clarke,,,,Synonym,Blepharis subvolubilis C.B.Clarke,Indigenous
Leucobryaceae,Campylopus,simii,Schelpe,,,,,,,Synonym,Campylopus pilifer Brid. var. simii (Schelpe) J.-P.Frahm & Hedd.,Indigenous
Asteraceae,Oedera,humilis,(Less.) N.G.Bergh,,,,,,,Accepted,,Indigenous
Asphodelaceae,Haworthia,retusa,(L.) Duval,var.,solitaria,G.G.Sm.,,,,Synonym,Haworthia retusa (L.) Duval var. retusa,Indigenous
Fabaceae,Acacia,luederitzii,Engl.,,,,,,,Synonym,Vachellia luederitzii (Engl.) Kyal. & Boatwr.,Indigenous
Geraniaceae,Pelargonium,candicans,Spreng.,,,,,,,Accepted,,Indigenous; Endemic
Moraceae,Ficus,cordata,Thunb.,subsp.,cordata,,,,,Accepted,,Indigenous
Hyacinthaceae,Albuca,watermeyeri,(L.Bolus) J.C.Manning & Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Phyllanthaceae,Lachnostylis,hirta,(L.f.) Mull.Arg.,,,,,,,Accepted,,Indigenous; Endemic
Orchidaceae,Disa,uncinata,Bolus,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Orbea,anguinea,Haw.,,,,,,,Synonym,Orbea variegata (L.) Haw.,Indigenous
Pottiaceae,Barbula,calycina,Schwagr.,,,,,,,Accepted,,Indigenous
Ericaceae,Erica,caffrorum,Bolus,,,,,,,Inclusive,,Indigenous
Aizoaceae,Jordaaniella,spongiosa,(L.Bolus) H.E.K.Hartmann,,,,,,,Accepted,,Indigenous; Endemic
Boraginaceae,Lobostemon,trichotomus,(Thunb.) DC.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Conyza,bonariensis,(L.) Cronquist,var.,microcephala,(Cabrera) Cabrera,,,,Synonym,Erigeron sumatrensis Retz.,Not indigenous
Amaryllidaceae,Haemanthus,magnificus,(Herb.) Herb.,,,,,,,Synonym,Scadoxus puniceus (L.) Friis & Nordal,Indigenous
Asparagaceae,Asparagus,cooperi,Baker,,,,,,,Accepted,,Indigenous
Oxalidaceae,Oxalis,massoniana,T.M.Salter,var.,flavescens,T.M.Salter,,,,Accepted,,Indigenous; Endemic
Asteraceae,Senecio,rehmannii,Bolus,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Senecio,albopunctatus,Bolus,,,,,,,Accepted,,Indigenous; Endemic
Rutaceae,Diosma,thyrsophora,Eckl. & Zeyh.,,,,,,,Accepted,,Indigenous; Endemic
Amaryllidaceae,Papiria,lanceolata,Thunb.,,,,,,,Synonym,Apodolirion lanceolatum (Thunb.) Benth. & Hook.f. ex B.D.Jacks.,Indigenous
Amaryllidaceae,Clivia,miniata,(Lindl.) Bosse,var.,flava,E.Phillips,,,,Synonym,Clivia miniata (Lindl.) Bosse var. citrina W.Watson,Indigenous
Hyacinthaceae,Idothea,ciliaris,(Jacq. ex Willd.) Kunth,,,,,,,Synonym,Drimia elata Jacq. ex Willd.,Indigenous
Anacardiaceae,Rhus,rehmanniana,Engl.,,,,,,,Synonym,Searsia rehmanniana (Engl.) Moffett,Indigenous
Fabaceae,Melolobium,exudans,Harv.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Senecio,macroglossoides,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Araceae,Pistia,stratiotes,L.,,,,,,,Accepted,,Not indigenous; Cultivated; Naturalised; Invasive
Scrophulariaceae,Dischisma,ciliatum,(P.J.Bergius) Choisy,,,,,,,Inclusive,,Indigenous
Proteaceae,Leucadendron,corymbosum,P.J.Bergius,,,,,,,Accepted,,Indigenous; Endemic
Orobanchaceae,Harveya,roseoalba,J.C.Manning & Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Cotula,mariae,K.Bremer & Humphries,,,,,,,Synonym,Cotula discolor (DC.) J.C.Manning & Mucina,Indigenous; Endemic
Aizoaceae,Cheiridopsis,olivacea,Schwantes,,,,,,,Synonym,Cheiridopsis robusta (Haw.) N.E.Br.,
Asteraceae,Oedera,decussata,(L'Her.) N.G.Bergh,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Senecio,chordifolius,Hook.f.,,,,,,,Synonym,Curio talinoides (DC.) P.V.Heath var. chordifolius (Hook.f.) P.V.Heath,Indigenous
Plumbaginaceae,Limonium,linifolium,(L.f.) Kuntze,var.,maritimum,(Eckl. & Zeyh. ex Boiss.) R.A.Dyer,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Elynanthus,cuspidaduts,(Rottb.) Nees,,,,,,,Synonym,Schoenus cuspidatus Rottb.,Indigenous
Cyperaceae,Fuirena,tenuis,P.L.Forbes,,,,,,,Accepted,,Indigenous
Asteraceae,Cineraria,polycephala,DC.,,,,,,,Synonym,Cineraria erodioides DC. var. erodioides,Indigenous; Endemic
Amaranthaceae,Salsola,verdoorniae,Toelken,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Aspalathus,nickhelmei,C.H.Stirt. & Muasya,,,,,,,Accepted,,Indigenous; Endemic
Lamiaceae,Cyclonema,myricoides,(Hochst.) Hochst.,,,,,,,Synonym,Rotheca myricoides (Hochst.) Steane & Mabb.,Indigenous
Amaryllidaceae,Brunsvigia,undulata,F.M.Leight.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Antimima,leucanthera,(L.Bolus) H.E.K.Hartmann,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Ceropegia,capensis,Bruyns,,,,,,,Accepted,,Indigenous; Endemic
Polypodiaceae,Ctenopteris,flabelliformis,(Poir.) J.Sm.,,,,,,,Synonym,Melpomene flabelliformis (Poir.) A.R.Sm. & R.C.Moran,Indigenous
Apocynaceae,Ceropegia,praelonga,(S.Moore) Bruyns,,,,,,,Accepted,,Indigenous
Fabaceae,Senegalia,burkei,(Benth.) Kyal. & Boatwr.,,,,,,,Accepted,,Indigenous
Solanaceae,Solanum,subexarmatum,Dunal,,,,,,,Synonym,Solanum lichtensteinii Willd.,Indigenous
Ericaceae,Erica,corifolia,L.,var.,bracteata,(Thunb.) Dulfer,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloe,candelabrum,A.Berger,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Macowania,sp.,,,,,,,,Genus level,,
Cyperaceae,Ficinia,polystachya,Levyns,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Cyperus,longus,L.,subsp.,tenuiflorus,(Rottb.) Kuk.,,,,Synonym,Cyperus longus L. var. tenuiflorus (Rottb.) Boeckeler,Indigenous
Asteraceae,Coreopsis,tinctoria,Nutt.,,,,,,,Accepted,,Not indigenous; Naturalised
Iridaceae,Ixia,latifolia,D.Delaroche,var.,curviramosa,G.J.Lewis,,,,Synonym,Ixia latifolia D.Delaroche,Indigenous; Endemic
Asteraceae,Cotula,montana,Compton,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Erepsia,aspera,(Haw.) L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Hypnaceae,Ectropothecium,perrotii,Renauld & Cardot,,,,,,,Accepted,,Indigenous
Hyacinthaceae,Ornithogalum,saundersiae,Baker,,,,,,,Accepted,,Indigenous
Poaceae,Axonopus,sp.,,,,,,,,Genus level,,
Fabaceae,Lotononis,procumbens,Bolus,,,,,,,Synonym,Leobordea procumbens (Bolus) B.-E.van Wyk & Boatwr.,Indigenous
Apocynaceae,Gomphocarpus,fruticosus,(L.) W.T.Aiton,subsp.,fruticosus,,,,,Accepted,,Indigenous
Plumbaginaceae,Limonium,scabrum,(Thunb.) Kuntze,var.,scabrum,,,,,Accepted,,Indigenous
Fabaceae,Podalyria,myrtillifolia,auct.,var.,myrtillifolia,,,,,Synonym,Podalyria burchellii DC.,Indigenous
Aizoaceae,Machairophyllum,sp.,,,,,,,,Genus level,,
Iridaceae,Gladiolus,deserticola,Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Pomaria,burchellii,(DC.) B.B.Simpson & G.P.Lewis,,,,,,,Inclusive,,Indigenous
Scrophulariaceae,Polycarena,lilacina,Hilliard,var.,difficilis,Hilliard,,,,Accepted,,Indigenous; Endemic
Polygonaceae,Rumex,obtusifolius,L.,subsp.,obtusifolius,,,,,Accepted,,Not indigenous; Naturalised
Hyacinthaceae,Merwilla,plumbea,(Lindl.) Speta,,,,,,,Inclusive,,Indigenous
Polypodiaceae,Xiphopteris,flabelliformis,(Poir.) Schelpe,,,,,,,Synonym,Melpomene flabelliformis (Poir.) A.R.Sm. & R.C.Moran,Indigenous
Colchicaceae,Androcymbium,volutare,Burch.,,,,,,,Synonym,Colchicum volutare (Burch.) J.C.Manning & Vinn.,Indigenous; Endemic
Asteraceae,Arctotis,pusilla,DC.,,,,,,,Synonym,Arctotis flaccida Jacq.,Indigenous; Endemic
Asteraceae,Vernonia,triflora,Bremek.,,,,,,,Synonym,Gymnanthemum triflorum (Bremek.) H.Rob.,Indigenous; Endemic
Asteraceae,Lasiopogon,minutus,(B.Nord.) Hilliard & B.L.Burtt,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Indigofera,soutpansbergensis,Schrire,,,,,,,Accepted,,Indigenous
Lycopodiaceae,Lycopodium,nudum,L.,,,,,,,Synonym,Psilotum nudum (L.) P.Beauv.,
Cyperaceae,Cyperus,amabilis,Vahl,var.,subacaulis,Kuk.,,,,Synonym,Cyperus amabilis Vahl,Indigenous
Urticaceae,Didymodoxa,sp.,,,,,,,,Genus level,,
Orobanchaceae,Raphidophyllum,simplex,Hochst.,,,,,,,Synonym,Sopubia simplex (Hochst.) Hochst.,Indigenous
Cyperaceae,Isolepis,venustula,Kunth,,,,,,,Accepted,,Indigenous; Endemic
Lamiaceae,Syncolostemon,incanus,(Codd) D.F.Otieno,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Kyllinga,alba,Nees,,,,,,,Inclusive,,Indigenous
Brassicaceae,Heliophila,pusilla,L.f.,var.,setacea,(Schltr.) Marais,,,,Accepted,,Indigenous; Endemic
Amaryllidaceae,Bokkeveldia,salteri,(W.F.Barker) D.Mull.-Doblies & U.Mull.-Doblies,,,,,,,Synonym,Strumaria salteri W.F.Barker,Indigenous
Fabaceae,Rafnia,ericifolia,T.M.Salter,,,,,,,Synonym,Rafnia angulata Thunb. subsp. ericifolia (T.M.Salter) G.J.Campb. & B.-E.van Wyk,Indigenous
Ericaceae,Erica,chartacea,Guthrie & Bolus,,,,,,,Accepted,,Indigenous; Endemic
Lobeliaceae,Lobelia,patula,L.f.,,,,,,,Accepted,,Indigenous; Endemic
Aytoniaceae,Plagiochasma,appendiculatum,Lehm. & Lindenb.,,,,,,,Accepted,,Indigenous
Asteraceae,Helichrysum,summo-montanum,I.Verd.,,,,,,,Accepted,,Indigenous; Endemic
Oxalidaceae,Oxalis,flava,L.,var.,flava,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Sphalmanthus,caudatus,(L.Bolus) N.E.Br.,,,,,,,Synonym,Mesembryanthemum caudatum L.Bolus,Indigenous
Rutaceae,Adenandra,multiflora,Strid,,,,,,,Accepted,,Indigenous; Endemic
Restionaceae,Cannomois,grandis,H.P.Linder,,,,,,,Accepted,,Indigenous; Endemic
Lobeliaceae,Cyphia,linarioides,C.Presl,var.,major,C.Presl,,,,Synonym,Cyphia persicifolia C.Presl,Indigenous
Lobeliaceae,Lobelia,setacea,Thunb.,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Phyllobolus,herbertii,(N.E.Br.) Gerbaulet,,,,,,,Synonym,Mesembryanthemum lilliputanum Klak,Indigenous; Endemic
Campanulaceae,Merciera,brevifolia,A.DC.,,,,,,,Accepted,,Indigenous; Endemic
Papaveraceae,Glaucium,sp.,,,,,,,,Genus level,,
Pottiaceae,Tortula,austro-africana,W.A.Kramer,,,,,,,Synonym,Syntrichia austro-africana (W.A.Kramer) R.H.Zander,Present
Iridaceae,Ixia,paniculata,D.Delaroche,var.,rochensis,(Ker Gawl.) Baker,,,,Synonym,Ixia bellendenii R.C.Foster,Indigenous
Aizoaceae,Aridaria,defoliata,(Haw.) Schwantes,,,,,,,Synonym,Mesembryanthemum noctiflorum L. subsp. defoliatum (Haw.) Klak,Indigenous
Convolvulaceae,Cuscuta,appendiculata,Engelm.,,,,,,,Accepted,,Indigenous; Endemic
Lobeliaceae,Cyphia,alicedalensis,E.Wimm.,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Vigna,frutescens,A.Rich.,subsp.,frutescens,,,,,Inclusive,,Indigenous
Polygalaceae,Muraltia,heisteria,(L.) DC.,,,,,,,Accepted,,Indigenous; Endemic
Lobeliaceae,Lobelia,bellidifolia,L.f.,,,,,,,Synonym,Lobelia erinus L.,Indigenous
Thymelaeaceae,Lachnaea,nervosa,(Thunb.) Meisn.,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Grisebachia,plumosa,(Thunb.) Klotzsch,subsp.,irrorata,E.G.H.Oliv.,,,,Synonym,Erica plumosa Thunb.,Indigenous
Orchidaceae,Satyrium,sp.,,,,,,,,Genus level,,
Aizoaceae,Ruschia,compacta,L.Bolus,,,,,,,Synonym,Antimima compacta (L.Bolus) H.E.K.Hartmann,Present
Iridaceae,Anomatheca,laxa,(Thunb.) Goldblatt,subsp.,azurea,Goldblatt & Hutchings,,,,Synonym,Freesia laxa (Thunb.) Goldblatt & J.C.Manning subsp. azurea (Goldblatt & Hutchings) Goldblatt & J.C.,Present
Malpighiaceae,Sphedamnocarpus,pruriens,(A.Juss.) Szyszyl.,subsp.,pruriens,,,,,Accepted,,Indigenous
Hyacinthaceae,Albuca,anisocrispa,Mart.-Azorin & M.B.Crespo,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Cotula,calcicola,"Jakoet, Mucina & Magee",,,,,,,Accepted,,Indigenous; Endemic
Euphorbiaceae,Tithymalus,involucratus,Klotzsch & Garcke,,,,,,,Synonym,Euphorbia natalensis Bernh. ex Krauss,Indigenous
Cyperaceae,Schoenus,microstachyus,(Boeckeler) Kuntze,,,,,,,Synonym,Schoenus crassus (Levyns) T.L.Elliott & Muasya,Indigenous
Asteraceae,Relhania,pungens,L'Her.,subsp.,trinervis,(Thunb.) K.Bremer,,,,Synonym,"Oedera pungens (L'Her.) N.G.Bergh subsp. trinervis (Thunb.) N.G.Bergh, J.Bentley & Verboom",Indigenous; Endemic
Fabaceae,Argyrolobium,amplexicaule,(E.Mey.) Dummer,,,,,,,Accepted,,Indigenous; Endemic
Sapotaceae,Mimusops,macaulayae,Hutch. & Corbishley,,,,,,,Synonym,Manilkara mochisia (Baker) Dubard,
Ericaceae,Erica,racemosa,Thunb.,,,,,,,Inclusive,,Indigenous
Apiaceae,Anthriscus,sylvestris,(L.) Hoffm.,,,,,,,Inclusive,,Not indigenous; Naturalised
Restionaceae,Restio,echinatus,Kunth,,,,,,,Accepted,,Indigenous; Endemic
Ebenaceae,Diospyros,austroafricana,De Winter,,,,,,,Inclusive,,Indigenous
Rubiaceae,Canthium,vanwykii,Tilney & Kok,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Meristostigma,manuleiflorum,(Eckl.) Steud.,,,,,,,Synonym,Codonorhiza micrantha (E.Mey. ex Klatt) Goldblatt & J.C.Manning,Present
Thymelaeaceae,Lachnaea,globulifera,Meisn.,subsp.,globulifera,,,,,Accepted,,Indigenous; Endemic
Rutaceae,Adenandra,viscida,Eckl. & Zeyh.,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Aristea,bakeri,Klatt,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Vachellia,robusta,(Burch.) Kyal. & Boatwr.,subsp.,robusta,,,,,Accepted,,Indigenous
Apocynaceae,Tridentea,marientalensis,(Nel) L.C.Leach,,,,,,,Inclusive,,Indigenous
Fabaceae,Schotia,sp.,,,,,,,,Genus level,,
Asphodelaceae,Haworthia,rossouwii,Poelln.,var.,scabra,(M.B.Bayer) Breuer,,,,Synonym,Haworthia mirabilis (Haw.) Haw. var. scabra (M.B.Bayer) M.B.Bayer,Indigenous
Asteraceae,Rennera,stellata,P.P.J.Herman,,,,,,,Synonym,Pentzia stellata (P.P.J.Herman) Magee,Indigenous; Endemic
Poaceae,Hyparrhenia,nyassae,(Rendle) Stapf,,,,,,,Accepted,,Indigenous
Lobeliaceae,Wimmerella,giftbergensis,"(E.Phillips) Serra, M.B.Crespo & Lammers",,,,,,,Synonym,"Wimmerella bifida (Thunb.) Serra, M.B.Crespo & Lammers",Indigenous; Endemic
Scrophulariaceae,Manulea,densiflora,Benth.,,,,,,,Synonym,Manulea cephalotes Thunb.,Present
Asteraceae,Matricaria,nigellifolia,DC.,var.,tenuior,DC.,,,,Synonym,Cotula nigellifolia (DC.) K.Bremer & Humphries var. tenuior (DC.) P.P.J.Herman,Present
Agavaceae,Chlorophytum,fasciculatum,(Baker) Kativu,,,,,,,Accepted,,Indigenous
Asteraceae,Cineraria,cacalioides,L.f.,,,,,,,Synonym,Crassothonna cacalioides (L.f.) B.Nord.,Indigenous; Endemic
Ericaceae,Erica,madida,E.G.H.Oliv.,,,,,,,Accepted,,Indigenous; Endemic
Hyacinthaceae,Lachenalia,aloides,(L.f.) Engl.,var.,quadricolor,(Jacq.) Engl.,,,,Synonym,Lachenalia quadricolor Jacq.,Indigenous; Endemic
Asteraceae,Polyarrhena,sp.,,,,,,,,Genus level,,
Crassulaceae,Crassula,arborescens,(Mill.) Willd.,,,,,,,Inclusive,,Indigenous; Endemic
Asteraceae,Hippia,frutescens,(L.) L.,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Stapelia,baylissii,L.C.Leach,,,,,,,Synonym,Stapelia hirsuta L. var. baylissii (L.C.Leach) Bruyns,Indigenous; Endemic
Fabaceae,Pearsonia,aristata,(Schinz) Dummer,,,,,,,Accepted,,Indigenous
Peraceae,Clutia,alpina,Prain,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Vernonia,pseudocorymbosa,Thell.,,,,,,,Synonym,Gymnanthemum crataegifolium (Hutch.) H.Rob.,Indigenous
Asphodelaceae,Bulbine,vittatifolia,G.Will.,,,,,,,Accepted,,Indigenous; Endemic
Agavaceae,Chlorophytum,macrosporum,Baker,,,,,,,Accepted,,Indigenous
Asphodelaceae,Haworthia,pumila,(L.) M.B.Bayer,subsp.,fasciata,(Willd.) Halda,,,,Synonym,Haworthiopsis fasciata (Willd.) G.D.Rowley,Indigenous
Lobeliaceae,Grammatotheca,bergiana,(Cham.) C.Presl,var.,ekloniana,(C.Presl) E.Wimm.,,,,Synonym,Grammatotheca bergiana (Cham.) C.Presl,Indigenous; Endemic
Iridaceae,Lapeirousia,sandersonii,Baker,,,,,,,Synonym,Afrosolen sandersonii (Baker) Goldblatt & J.C.Manning,Indigenous
Ranunculaceae,Clematis,brachiata,Thunb.,var.,burkei,Burtt Davy,,,,Synonym,Clematis brachiata Thunb.,Indigenous
Apocynaceae,Ceropegia,multiflora,Baker,var.,latifolia,N.E.Br.,,,,Synonym,Ceropegia multiflora Baker subsp. multiflora,
Ericaceae,Erica,leptoclada,Van Heurck & Mull.Arg.,var.,leptoclada,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Ursinia,anthemoides,(L.) Poir.,,,,,,,Inclusive,,Indigenous
Lobeliaceae,Lobelia,goetzei,Diels,,,,,,,Accepted,,Indigenous
Asteraceae,Bidens,schimperi,Sch.Bip. ex Walp.,,,,,,,Accepted,,Indigenous
Amaryllidaceae,Hessea,filifolia,(Jacq.) Benth. & Hook.,,,,,,,Synonym,Strumaria tenella (L.f.) Snijman,Indigenous
Salicaceae,Dovyalis,longispina,(Harv.) Warb.,,,,,,,Accepted,,Indigenous
Acanthaceae,Crabbea,undulatifolia,Engl.,,,,,,,Synonym,Crabbea angustifolia Nees,
Anacardiaceae,Rhus,gracillima,Engl.,var.,gracillima,,,,,Synonym,Searsia gracillima (Engl.) Moffett var. gracillima,Indigenous; Endemic
Amaranthaceae,Sarcocornia,xerophila,(Toelken) A.J.Scott,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Acokanthera,sp.,,,,,,,,Genus level,,
Thymelaeaceae,Lachnaea,leipoldtii,Beyers,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Othonna,triplinervia,DC.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Ambrosia,tenuifolia,Spreng.,,,,,,,Accepted,,Not indigenous; Naturalised
Asteraceae,Relhania,pumila,(L.f.) Thunb.,,,,,,,Synonym,Rhynchopsidium pumilum (L.f.) DC.,Indigenous
Ruscaceae,Eriospermum,spirale,(L.) Bergius ex Schult. & Schult.f.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Callilepis,laureola,DC.,,,,,,,Accepted,,Indigenous
Asphodelaceae,Trachyandra,sanguinorhiza,Boatwr. & J.C.Manning,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloe,granata,(Willd.) Salm-Dyck,,,,,,,Synonym,Tulista pumila (L.) G.D.Rowley,
Asparagaceae,Asparagus,aethiopicus,L.,,,,,,,Accepted,,Indigenous
Apocynaceae,Orbea,ubomboensis,(I.Verd.) Bruyns,,,,,,,Synonym,Australluma ubomboensis (I.Verd.) Bruyns,Indigenous
Hyacinthaceae,Lachenalia,ustulata,Banks ex Schult. & Schult.f.,,,,,,,Synonym,Lachenalia orthopetala Jacq.,Indigenous
Thelypteridaceae,Amauropelta,sp.,,,,,,,,Genus level,,
Asteraceae,Arctotis,lanceolata,Harv.,,,,,,,Accepted,,Indigenous; Endemic
Sapindaceae,Atalaya,sp.,,,,,,,,Genus level,,
Ericaceae,Platycalyx,pumila,N.E.Br.,,,,,,,Synonym,Erica platycalyx E.G.H.Oliv.,Indigenous
Apocynaceae,Duvalia,caespitosa,(Masson) Haw.,var.,caespitosa,,,,,Synonym,Duvalia caespitosa (Masson) Haw. subsp. caespitosa,
Aizoaceae,Ruschia,schollii,(Salm-Dyck) Schwantes,,,,,,,Accepted,,Indigenous; Endemic
Restionaceae,Thamnochortus,ellipticus,Pillans,,,,,,,Accepted,,Indigenous; Endemic
Proteaceae,Vexatorella,latebrosa,Rourke,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Lapeirousia,silenoides,(Jacq.) Ker Gawl.,,,,,,,Accepted,,Indigenous; Endemic
Acanthaceae,Peristrophe,bicalyculata,(Retz.) Nees,,,,,,,Synonym,Dicliptera paniculata (Forssk.) I.Darbysh.,Present
Fabaceae,Rhynchosia,jacottetii,Schinz,,,,,,,Synonym,Rhynchosia reptabunda N.E.Br.,Present
Restionaceae,Calopsis,gracilis,(Nees ex Mast.) H.P.Linder,,,,,,,Synonym,Restio ramosissimus H.P.Linder & C.R.Hardy,Indigenous; Endemic
Asteraceae,Columellea,biennis,Jacq.,,,,,,,Synonym,Nestlera biennis (Jacq.) Spreng.,Indigenous
Hyacinthaceae,Lachenalia,callista,G.D.Duncan & T.J.Edwards,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Geissorhiza,aspera,Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Bruniaceae,Lonchostoma,purpureum,Pillans,,,,,,,Synonym,Brunia purpurea (Pillans) Class.-Bockh. & E.G.H.Oliv.,Indigenous; Endemic
Iridaceae,Geissorhiza,intermedia,Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Poaceae,Arundo,plumosa,(Spreng.) Schult.,,,,,,,Synonym,Jarava plumosa (Spreng.) S.W.L.Jacobs & J.Everett,Not indigenous
Marchantiaceae,Marchantia,wilmsii,Steph.,,,,,,,Synonym,Marchantia pappeana Lehm. subsp. pappeana,Present
Hyacinthaceae,Drimia,edwardsii,N.R.Crouch & Mart.-Azorin,,,,,,,Accepted,,Indigenous; Endemic
Euphorbiaceae,Tragia,dioica,Sond.,,,,,,,Accepted,,Indigenous
Iridaceae,Tritonia,disticha,(Klatt) Baker,,,,,,,Inclusive,,Indigenous
Cyperaceae,Cyperus,indecorus,Kunth,,,,,,,Inclusive,,Indigenous
Poaceae,Anthephora,argentea,Gooss.,,,,,,,Accepted,,Indigenous
Cyperaceae,Cyperus,difformis,L.,,,,,,,Accepted,,Indigenous
